YEAR,MONTH,DAY,RAINFALL,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_MEAN,RELATIVE_HUMIDITY,WIND_SPEED,WIND_DIRECTION,CLOUD,STATION_PRESSURE
2002,2,10,0,31,24.3,27.7,78,2,270,8,1009.8
2002,2,11,0,27.4,24,25.7,79,2,140,8,1012.6
2002,2,12,0,28.4,24.5,26.5,76,2,360,8,1012.9
2002,2,13,0,29.2,23.5,26.4,77,2,300,8,1012.8
2002,2,14,1,29.2,22.2,25.7,74,3,240,6,1013.3
2002,2,15,0,29.6,23.5,26.5,69,4,60,6,1013.4
2002,2,16,0,30,22.5,26.3,64,3,90,6,1013
2002,2,17,0,29.6,22.8,26.2,68,2,270,6,1013.2
2002,2,18,0,29.3,22.8,26.1,69,2,40,6,1014.3
2002,2,19,0,30.8,22,26.4,69,2,60,5,1014.3
2002,2,20,0,29,23,26,66,2,40,7,1015
2002,2,21,0,30,21.5,25.8,67,3,90,6,1015
2002,2,22,0,30.8,23,26.9,73,3,240,6,1014.4
2002,2,23,0,31,24,27.5,77,3,240,7,1012.4
2002,2,24,0,30.2,24.6,27.4,75,3,270,7,1011.4
2002,2,25,0,29.6,24.5,27,74,3,90,7,1012.3
2002,2,26,0,30,24.5,27.3,73,3,240,6,1011.9
2002,2,27,0,30.4,24.5,27.5,72,3,90,6,1010.6
2002,2,28,0.4,30,22.8,26.4,71,3,90,6,1010.4
2002,3,1,0,31.2,22.8,27,62,3,90,6,1010.2
2002,3,2,0,27.8,23,25.4,76,3,200,7,1009.2
2002,3,3,0,28.6,23.4,26,74,2,220,7,1008.8
2002,3,4,0,31,23.5,27.3,71,3,200,5,1008.4
2002,3,5,0,30.2,23,26.6,76,3,270,7,1008.1
2002,3,6,2.4,30.2,23,26.6,78,3,220,8,1008.9
2002,3,7,0,30.3,22,26.2,71,3,220,8,1011.6
2002,3,8,0,29.4,23,26.2,60,4,40,7,1014.7
2002,3,9,0,30,23,26.5,63,4,40,7,1014.8
2002,3,10,0,31.4,22.5,27,65,2,40,7,1013.3
2002,3,11,0,29,24,26.5,70,2,240,7,1011.7
2002,3,12,0.8,29.4,24,26.7,78,2,180,7,1011.1
2002,3,13,0.2,31.3,24.5,27.9,77,3,90,7,1011
2002,3,14,0,32.8,24,28.4,72,3,120,5,1010.1
2002,3,15,0,33.6,24.5,29.1,73,3,220,6,1009.4
2002,3,16,0,32.6,26,29.3,71,3,240,6,1009.7
2002,3,17,0,34,24.6,29.3,67,3,90,6,1011.2
2002,3,18,0,33.4,25,29.2,62,3,60,4,1012.3
2002,3,19,0,32,24.8,28.4,60,3,60,5,1012
2002,3,20,0,31.6,23.8,27.7,66,3,200,7,1010.5
2002,3,21,0,32.4,24.5,28.5,65,3,270,6,1008.5
2002,3,22,0,32.4,26,29.2,66,4,140,6,1007.2
2002,3,23,4.4,30,23,26.5,82,2,240,7,1007.4
2002,3,24,0,34.2,26.5,30.4,66,3,90,6,1006.4
2002,3,25,0,34.8,26.4,30.6,67,3,140,5,1007.9
2002,3,26,0,35.2,25.5,30.4,63,3,140,5,1008
2002,3,27,0,33,25.6,29.3,72,4,220,5,1008.2
2002,3,28,0,33.6,25.8,29.7,61,4,120,5,1008.5
2002,3,29,0,34.1,24.5,29.3,62,4,160,6,1009.8
2002,3,30,0,33.6,24.3,29,63,4,240,6,1009.6
2002,3,31,0,33.8,24.2,29,61,3,120,5,1010.6
2002,4,1,0,33.8,24.5,29.1,59,4,120,6,1011.2
2002,4,2,0,33.8,24.2,29,69,3,270,6,1010
2002,4,3,0,34.6,26,30.3,77,4,270,7,1007.5
2002,4,4,0,33.8,26,29.9,76,3,300,7,1007.1
2002,4,5,0,35.2,26.5,30.9,68,4,140,6,1008.6
2002,4,6,0,33.8,26.5,30.1,73,3,120,6,1009.1
2002,4,7,0,34.4,26.6,30.5,64,3,140,7,1008.8
2002,4,8,0,34.6,27,30.8,70,3,270,6,1008.8
2002,4,9,0,35,24.4,29.7,69,3,120,6,1008.2
2002,4,10,0,34,25,29.5,66,3,90,7,1008.6
2002,4,11,0,33.6,23.4,28.5,67,3,240,6,1009.6
2002,4,12,0,33.4,24,28.7,63,4,270,8,1010.2
2002,4,13,0,34,24,29,57,4,140,7,1009.6
2002,4,14,7.4,32,24.8,28.4,67,3,270,7,1009.1
2002,4,15,2,33.2,24,28.6,75,3,270,7,1009.8
2002,4,16,0,33.6,25.5,29.6,69,4,60,5,1009.7
2002,4,17,0,33.8,25,29.4,75,3,160,7,1008.5
2002,4,18,0,33,25.4,29.2,73,3,360,7,1008.9
2002,4,19,0,34.1,26.8,30.5,67,3,360,6,1009.9
2002,4,20,0,34,26.5,30.3,69,3,270,6,1008.2
2002,4,21,0,33.4,26,29.7,69,3,90,7,1007.2
2002,4,22,6,34.2,25,29.6,71,3,240,6,1007.9
2002,4,23,0,34.2,25.5,29.9,71,3,90,5,1008.3
2002,4,24,0,33.8,24.5,29.1,68,4,90,7,1007.2
2002,4,25,0,33.6,25,29.3,66,3,120,6,1007.4
2002,4,26,0,33.6,25,29.3,65,4,90,6,1008
2002,4,27,0,32.2,27,29.6,68,3,220,7,1007.9
2002,4,28,0,33,26.8,29.9,68,4,140,7,1007.3
2002,4,29,0,35,26.4,30.7,63,3,140,5,1007
2002,4,30,0,34.3,26.6,30.5,66,4,220,5,1005.8
2002,5,1,0,33.5,26.5,30,66,3,300,6,1006.5
2002,5,2,0,34.2,27.4,30.8,65,3,120,4,1007.4
2002,5,3,0,34,26.5,30.3,60,3,90,6,1007.2
2002,5,4,0,34,27,30.5,65,3,40,6,1006.4
2002,5,5,0,34.6,26.2,30.4,63,4,220,7,1005.6
2002,5,6,0,33.8,27,30.4,65,3,120,6,1005.1
2002,5,7,0,34,26.5,30.3,64,4,140,4,1005.6
2002,5,8,0,35,27,31,63,3,120,6,1007.2
2002,5,9,0,33.6,27,30.3,70,2,120,6,1007.1
2002,5,10,0,35.6,27.5,31.6,71,2,220,6,1007
2002,5,11,0,35.8,28,31.9,66,3,140,6,1007.5
2002,5,12,0,35,26.8,30.9,70,3,270,6,1008.1
2002,5,13,0,36.2,28,32.1,62,4,120,5,1008.8
2002,5,14,0,34.2,28.5,31.4,66,3,240,5,1008.9
2002,5,15,0,33.1,28.3,30.7,74,3,200,8,1008
2002,5,16,14.2,33.6,26,29.8,76,3,180,7,1007
2002,5,17,5,34.2,25.5,29.9,79,4,220,7,1006.6
2002,5,18,0,33.5,27,30.3,75,4,220,7,1006.1
2002,5,19,10.1,33.6,26.3,30,76,3,220,7,1005.5
2002,5,20,3.6,30.4,25.6,28,82,3,220,8,1005.8
2002,5,21,2.6,32.2,26,29.1,82,3,220,8,1007.2
2002,5,22,0,32.3,24.5,28.4,84,4,180,8,1008.1
2002,5,23,0,31.8,26,28.9,81,4,180,6,1008
2002,5,24,1.6,31.6,26,28.8,80,4,220,7,1008.3
2002,5,25,0,32.5,27,29.8,80,4,220,7,1007.8
2002,5,26,2.4,32.6,25,28.8,82,4,220,8,1007.9
2002,5,27,0,33.5,26.5,30,78,3,220,7,1007.8
2002,5,28,0,32.5,26.9,29.7,76,4,240,7,1008.2
2002,5,29,0.5,32,26,29,77,3,240,8,1009
2002,5,30,31.2,32.6,23,27.8,78,4,240,5,1007.7
2002,5,31,0,32.5,26.3,29.4,78,4,220,7,1007
2002,6,1,6,31,25.5,28.3,79,4,200,8,1006.2
2002,6,2,2.5,31.4,25.4,28.4,80,5,220,8,1005.4
2002,6,3,2.5,31.8,25,28.4,81,3,220,6,1006.1
2002,6,4,0,32,25.2,28.6,80,3,220,6,1006.4
2002,6,5,0,32.7,26,29.4,78,4,240,7,1006.7
2002,6,6,0.6,32,27.4,29.7,81,3,220,6,1005.8
2002,6,7,10.3,32.2,24.6,28.4,79,4,200,8,1005.3
2002,6,8,5.4,31,26,28.5,77,3,320,7,1005.6
2002,6,9,0,32.4,26.4,29.4,73,3,180,7,1006.4
2002,6,10,0,33.2,28.5,30.9,74,3,220,5,1007.2
2002,6,11,0,36.3,27.2,31.8,66,4,120,5,1006.7
2002,6,12,0,34.5,26,30.3,75,3,270,8,1006.2
2002,6,13,0,35.4,28,31.7,70,3,120,5,1005.5
2002,6,14,0,35,27.2,31.1,74,3,240,8,1005.7
2002,6,15,0,34.3,26.5,30.4,75,2,270,7,1006.2
2002,6,16,0,33,28.2,30.6,72,2,320,8,1006.2
2002,6,17,0,33.5,28,30.8,74,3,220,6,1006.8
2002,6,18,0,33.5,26,29.8,78,3,240,7,1006.6
2002,6,19,0,36,25.5,30.8,70,4,140,8,1005.6
2002,6,20,1.1,32.5,26.5,29.5,82,3,180,8,1005.6
2002,6,21,0,33.5,27.4,30.5,76,3,180,8,1006.2
2002,6,22,0,33.5,24.5,29,73,4,180,6,1007.8
2002,6,23,0,33,27.4,30.2,71,4,220,6,1008.9
2002,6,24,0,34.5,27,30.8,76,3,240,7,1008.2
2002,6,25,0,33,27.2,30.1,76,3,200,7,1008.5
2002,6,26,5.7,32,26,29,81,4,240,8,1008.5
2002,6,27,0,32.8,26,29.4,70,2,270,8,1007.6
2002,6,28,0.6,33.1,26.5,29.8,76,3,240,8,1007.4
2002,6,29,0.2,32.4,26,29.2,76,3,240,8,1005.7
2002,6,30,2.5,32.6,25.5,29.1,75,3,220,7,1003.6
2002,7,1,0,32.6,25.7,29.2,78,3,240,8,1003.5
2002,7,2,29,33.5,25.5,29.5,81,4,200,7,1003.9
2002,7,3,0.4,29.5,25.5,27.5,86,5,220,8,1003.9
2002,7,4,27.3,30.5,24,27.3,87,5,200,8,1004.6
2002,7,5,157.6,30.7,24.6,27.7,87,5,180,8,1004.3
2002,7,6,242.8,26,22.1,24,99,4,200,8,1004.1
2002,7,7,101.2,29,23.2,26.1,95,5,200,8,1002.2
2002,7,8,72.4,30.5,24,27.3,91,7,200,8,1001.6
2002,7,9,39.8,31,26,28.5,83,8,200,8,1001.6
2002,7,10,10.2,31.5,26.8,29.2,85,8,180,8,1002.3
2002,7,11,17.9,30.6,24,27.3,84,6,200,8,1003.5
2002,7,12,167.8,30.2,23.7,27,89,6,180,8,1004.2
2002,7,13,130.2,25.8,23,24.4,96,2,180,8,1003.9
2002,7,14,17.2,27,23.5,25.3,91,5,180,8,1005.2
2002,7,15,4.3,30.2,23,26.6,86,3,180,8,1008.4
2002,7,16,0,32,26,29,79,2,270,6,1009
2002,7,17,0,32.7,26.8,29.8,79,4,200,6,1008.4
2002,7,18,0,31.8,25.4,28.6,80,4,220,7,1007.6
2002,7,19,55.8,32,25,28.5,80,4,240,8,1007.6
2002,7,20,248.2,26,23,24.5,98,5,360,8,1006.2
2002,7,21,21.8,27,23.4,25.2,90,4,220,8,1005
2002,7,22,2.2,29.4,24,26.7,87,3,200,8,1004.9
2002,7,23,0.4,31,25.2,28.1,79,4,300,7,1005.9
2002,7,24,11.3,30.3,24.4,27.4,88,4,220,8,1005.9
2002,7,25,63,27.6,23.5,25.5,93,3,300,8,1004.6
2002,7,26,19.3,26.9,23.8,25.4,96,2,180,8,1004.3
2002,7,27,0,29.8,25,27.4,84,4,200,7,1005.3
2002,7,28,2.1,32,25.2,28.6,82,3,220,7,1006.6
2002,7,29,0,31.5,26.8,29.2,81,4,240,5,1007.1
2002,7,30,13.2,31.8,22.5,27.2,82,4,240,6,1005.4
2002,7,31,13.4,31.5,24.8,28.2,82,4,240,7,1003.2
2002,8,1,10.8,30.5,24.8,27.7,87,6,220,8,1003.7
2002,8,2,2.8,30.8,25,27.9,86,4,180,7,1004.2
2002,8,3,0,31,25,28,90,5,180,8,1004.2
2002,8,4,0,32.2,25,28.6,75,4,180,8,1005.4
2002,8,5,0.2,32.5,26.5,29.5,77,4,240,6,1006.8
2002,8,6,0,32.4,27.4,29.9,74,3,200,6,1007
2002,8,7,3.2,31,26,28.5,80,4,220,8,1006.4
2002,8,8,24,31.7,25,28.4,81,4,220,7,1005.9
2002,8,9,14,30.5,24.5,27.5,81,4,200,7,1005.8
2002,8,10,7.3,31,25,28,81,4,200,8,1006.1
2002,8,11,0.4,30.6,25.4,28,80,2,240,8,1005.9
2002,8,12,9.7,30.2,24.5,27.4,87,2,270,8,1004.2
2002,8,13,78.8,26.7,23.8,25.3,94,2,140,8,1001.7
2002,8,14,32.6,31.8,24.5,28.2,80,2,140,8,1000.9
2002,8,15,19.6,30,24.5,27.3,90,2,140,8,1000.4
2002,8,16,3.8,29,25.6,27.3,84,2,360,8,1000.6
2002,8,17,10,29.8,24,26.9,88,2,160,8,1002.6
2002,8,18,0,31.4,27,29.2,76,-999,-999,8,1004.9
2002,8,19,0,31.5,26.8,29.2,75,-999,-999,8,1007.5
2002,8,20,2.8,33.2,24.8,29,79,-999,-999,7,1007.8
2002,8,21,35.2,30,24.6,27.3,86,3,240,8,1007.9
2002,8,22,0,32,26,29,81,3,270,8,1007.7
2002,8,23,0,32.5,28,30.3,79,3,180,8,1008.8
2002,8,24,29,32.2,25.5,28.9,81,3,200,8,1008.7
2002,8,25,18,32,22,27,83,3,220,7,1007
2002,8,26,10,31.8,22.5,27.2,83,3,220,7,1005.8
2002,8,27,13.2,31.6,25.6,28.6,83,2,240,7,1005.2
2002,8,28,0,32,25,28.5,83,3,270,8,1005.3
2002,8,29,7.9,32.8,25.5,29.1,82,3,270,8,1005.6
2002,8,30,30,31.5,23.8,27.7,83,3,200,7,1005.9
2002,8,31,0,31,27,29,81,4,200,8,1006.9
2002,9,1,0,32,26.3,29.2,79,3,220,7,1008.1
2002,9,2,0,32.5,26,29.3,76,3,360,6,1008.3
2002,9,3,0,32,27,29.5,79,3,240,6,1006.4
2002,9,4,3.6,32.7,26,29.4,78,3,220,5,1006.1
2002,9,5,4.6,31.8,25,28.4,84,5,220,8,1005.4
2002,9,6,58.8,28,25,26.5,90,3,180,8,1004.2
2002,9,7,21.2,28.2,24.5,26.4,91,4,180,8,1003.4
2002,9,8,45.2,28.8,24.5,26.7,91,4,180,8,1004.9
2002,9,9,17,30,24.4,27.2,86,4,200,8,1005.2
2002,9,10,1.5,29,25.5,27.3,87,3,180,8,1006.6
2002,9,11,9.4,29,25,27,87,3,180,8,1009.4
2002,9,12,1.4,30.8,25,27.9,86,3,220,8,1010.7
2002,9,13,0.4,30.5,26,28.3,81,3,240,8,1009.8
2002,9,14,25.8,30.8,24,27.4,86,3,240,8,1010
2002,9,15,12.4,31,24,27.5,84,4,220,8,1008.6
2002,9,16,0.8,30,25,27.5,88,4,200,8,1007.6
2002,9,17,24.4,30.8,24,27.4,89,4,220,8,1006.3
2002,9,18,0,31.6,24.8,28.2,83,3,210,8,1007.1
2002,9,19,3,32,25,28.5,84,3,200,6,1007.7
2002,9,20,0,29.5,26,27.8,84,3,180,8,1006.9
2002,9,21,3,31.5,25,28.3,80,3,200,8,1006.8
2002,9,22,4,31,25,28,84,3,180,7,1007.6
2002,9,23,0,31.5,25,28.3,82,3,300,8,1009.5
2002,9,24,0.2,32.5,26,29.3,77,3,240,6,1009.9
2002,9,25,22.2,31.4,25.9,28.6,87,3,200,8,1010.3
2002,9,26,0,32.5,26,29.3,74,3,240,7,1008.9
2002,9,27,0.2,32.5,27,29.8,79,3,240,8,1007.6
2002,9,28,0,30.8,26,28.4,79,2,220,8,1007.8
2002,9,29,15,31.6,24.5,28,85,2,160,8,1007.2
2002,9,30,3.6,31,24.5,27.8,85,2,220,8,1007.4
2002,10,1,1.2,31.3,26.8,29.1,79,2,240,7,1007.6
2002,10,2,4.4,30.9,25,28,82,2,360,7,1008.2
2002,10,3,18.6,30.8,24,27.4,86,2,60,7,1008.5
2002,10,4,1.8,30.3,26,28.2,83,3,360,8,1007.8
2002,10,5,0,30.2,26,28.1,85,2,180,8,1007
2002,10,6,0,29.8,25.6,27.7,85,2,220,8,1006.5
2002,10,7,6.2,32.8,25.5,29.1,83,3,220,7,1007
2002,10,8,23,33,24.5,28.8,84,3,200,6,1006.9
2002,10,9,23,31.7,24.5,28.1,87,3,40,8,1007.1
2002,10,10,64.2,32.2,23,27.6,84,3,240,7,1006.9
2002,10,11,0,31,26.8,28.9,82,3,220,7,1006
2002,10,12,8.4,32,25.6,28.8,85,3,180,7,1006.5
2002,10,13,0,31.8,25.8,28.8,80,2,140,8,1006.2
2002,10,14,16,31.4,25.5,28.5,84,3,180,7,1007.8
2002,10,15,0,32.4,26.5,29.5,80,3,180,7,1009.4
2002,10,16,0.2,29.8,26,27.9,82,3,90,7,1009.4
2002,10,17,2,32,26.4,29.2,83,3,240,8,1008
2002,10,18,12.4,32,25.6,28.8,80,3,240,8,1007.4
2002,10,19,6.8,32.4,26.5,29.5,84,2,200,8,1007.4
2002,10,20,0,32,25.7,28.9,79,3,120,8,1007.4
2002,10,21,0,32.5,27,29.8,79,2,240,7,1007.3
2002,10,22,2.2,33.6,26.5,30.1,76,2,220,6,1007.2
2002,10,23,0,34,26.5,30.3,75,3,340,7,1007.2
2002,10,24,0,34,26.5,30.3,75,3,240,5,1008.9
2002,10,25,0,34,27.5,30.8,72,3,270,7,1009.9
2002,10,26,0,34.5,26,30.3,69,2,40,6,1008.9
2002,10,27,0,32.8,26,29.4,79,2,40,7,1007.9
2002,10,28,20,33,24,28.5,80,3,270,8,1007.8
2002,10,29,2,29.7,25,27.4,83,2,240,7,1008.3
2002,10,30,0,31,26,28.5,83,3,300,8,1009
2002,10,31,0,32.4,27,29.7,81,2,300,8,1009
2002,11,1,0,32.5,26,29.3,82,2,270,8,1009.3
2002,11,2,0.4,31.3,26.5,28.9,81,2,200,7,1009
2002,11,3,7.6,27.8,23.5,25.7,87,3,360,8,1009.6
2002,11,4,39.6,29.4,22.8,26.1,85,3,360,8,1010
2002,11,5,5.2,29,23.5,26.3,90,2,360,8,1008.8
2002,11,6,0,30.5,23.5,27,80,2,160,8,1009.3
2002,11,7,0,30.5,25.6,28,83,2,180,8,1009.1
2002,11,8,14.4,31,25.5,28.3,83,3,220,8,1008.7
2002,11,9,36.8,31.1,23.4,27.3,86,3,220,8,1009.5
2002,11,10,8.4,26.8,23,24.9,91,3,360,8,1010.8
2002,11,11,0,31.6,25.5,28.5,81,2,180,6,1010.4
2002,11,12,0,31.5,26.3,28.9,79,2,320,7,1008.9
2002,11,13,0,32.7,25.4,29,73,2,240,7,1007.1
2002,11,14,0,33.5,26.2,29.9,77,3,120,5,1007
2002,11,15,0,33,27,30,77,2,200,7,1008.1
2002,11,16,0,32,26,29,77,2,240,7,1008.7
2002,11,17,8,31.2,26,28.6,84,3,40,7,1009
2002,11,18,3.6,32,25.8,28.9,79,3,360,8,1008.7
2002,11,19,0,32,26.5,29.3,67,3,360,6,1008.4
2002,11,20,8.2,31.8,24.8,28.3,80,3,360,8,1008.6
2002,11,21,2.4,32.4,25.6,29,74,4,360,7,1006.8
2002,11,22,0.2,30.7,24.8,27.8,74,3,180,8,1006.5
2002,11,23,0,31.2,24.5,27.9,74,2,180,8,1006.4
2002,11,24,0,31,24.8,27.9,72,3,220,8,1007.8
2002,11,25,0,28.4,22.6,25.5,76,2,160,8,1010.4
2002,11,26,0,30,24,27,73,2,20,8,1012.2
2002,11,27,5.3,28,24,26,82,2,360,8,1013.6
2002,11,28,0,32,24.2,28.1,67,4,40,5,1013.5
2002,11,29,0,29.8,24.8,27.3,74,2,240,7,1012.8
2002,11,30,0,30.3,24.2,27.3,70,3,360,6,1010.8
2002,12,1,0,30.4,26,28.2,68,3,360,7,1009.7
2002,12,2,0.4,29.5,25.3,27.4,77,2,340,7,1010.9
2002,12,3,0,31.8,25.5,28.7,76,2,60,7,1011.6
2002,12,4,0,32,25.4,28.7,78,2,270,7,1011.6
2002,12,5,0,33.5,25.2,29.4,75,3,120,6,1011.7
2002,12,6,9,31,24.3,27.7,80,2,240,8,1011.6
2002,12,7,0,32.3,23.8,28,73,2,270,7,1011.2
2002,12,8,0,30.6,24.4,27.5,78,3,20,7,1011.3
2002,12,9,0,32,25.5,28.8,70,3,20,7,1011.8
2002,12,10,0,31,25,28,67,3,360,7,1012.6
2002,12,11,0,29.8,23.8,26.8,65,3,40,8,1014.7
2002,12,12,0,29.8,24,26.9,71,3,270,6,1016.1
2002,12,13,0,28.5,25,26.8,73,3,240,7,1015.6
2002,12,14,6,29.1,22.7,25.9,74,4,360,8,1014.7
2002,12,15,0,31.6,24.5,28,70,3,320,7,1013.7
2002,12,16,3.3,32.5,25,28.8,77,3,60,7,1012.7
2002,12,17,0.4,32,24,28,75,3,60,6,1011.6
2002,12,18,0,31.3,24.6,28,72,2,90,7,1010.6
2002,12,19,0,32.4,24.5,28.5,70,2,270,6,1008.7
2002,12,20,0,32.5,25,28.8,71,3,90,6,1007
2002,12,21,0,31.7,25.4,28.5,74,3,200,7,1007.6
2002,12,22,0,32,25,28.5,75,2,200,8,1009
2002,12,23,0,32.4,24.5,28.5,70,3,200,6,1009.5
2002,12,24,1,30.8,24.3,27.6,76,2,160,7,1009.6
2002,12,25,0.6,29.5,25,27.3,76,2,240,7,1009.3
2002,12,26,0,32.8,25.2,29,72,2,120,6,1008.4
2002,12,27,0,31,25,28,76,2,270,7,1008.5
2002,12,28,0,32,24.6,28.3,73,3,140,7,1009.8
2002,12,29,0,31,25.2,28.1,76,2,300,8,1010.8
2002,12,30,0,32,25.5,28.8,80,3,200,6,1010.3
2002,12,31,8.6,31.5,25,28.3,78,3,360,7,1010.4
2003,1,1,0,31,24.5,27.8,71,3,40,7,1012.3
2003,1,2,0,31,23,27,68,3,180,6,1013.3
2003,1,3,0,28.5,23.3,25.9,69,3,360,6,1013.4
2003,1,4,0,30,22.2,26.1,66,3,40,5,1013.4
2003,1,5,0,28.8,24,26.4,75,3,360,8,1014.4
2003,1,6,0,30.2,23.5,26.9,71,4,90,7,1013.4
2003,1,7,0,28.7,24,26.4,77,3,300,7,1012.2
2003,1,8,1.5,30.4,23.5,27,78,3,360,7,1011.7
2003,1,9,0,31,24,27.5,74,2,90,7,1011.1
2003,1,10,0,29.2,24,26.6,75,3,270,8,1010.2
2003,1,11,0,29.2,23.6,26.4,80,3,180,7,1011.3
2003,1,12,0,28,24.3,26.2,77,3,360,8,1011.4
2003,1,13,0,29,23.8,26.4,77,2,180,7,1011.7
2003,1,14,0,30.8,24,27.4,70,3,60,7,1012.9
2003,1,15,7,27.5,24,25.8,81,3,160,8,1013.9
2003,1,16,0,31,23,27,67,3,60,6,1014
2003,1,17,0,29.5,22.5,26,69,4,60,7,1014.6
2003,1,18,0,28.4,22,25.2,70,3,270,8,1013.7
2003,1,19,0,28,22,25,75,3,90,8,1012.1
2003,1,20,0,29.6,20.8,25.2,72,3,220,6,1011.6
2003,1,21,0,30,21.8,25.9,74,3,220,7,1011.2
2003,1,22,0,31,22.5,26.8,78,3,300,4,1009.6
2003,1,23,0,31.7,22.2,27,74,3,340,6,1008.7
2003,1,24,0,29.8,23.5,26.7,77,3,320,7,1010.5
2003,1,25,0,30.2,21.2,25.7,73,3,40,8,1011.4
2003,1,26,0,30.2,21.5,25.9,70,3,300,7,1011.4
2003,1,27,0,30.5,22,26.3,74,3,270,4,1012
2003,1,28,0,31,23,27,71,3,220,5,1013.1
2003,1,29,0,29.8,24,26.9,73,3,120,7,1014.1
2003,1,30,0,31.3,22.5,26.9,70,2,320,7,1015.2
2003,1,31,0,29.6,22.8,26.2,70,3,20,7,1014.4
2003,2,1,0,30,22,26,74,2,180,7,1013.2
2003,2,2,0,29.2,23,26.1,74,3,270,7,1012.7
2003,2,3,0,28,23,25.5,78,2,360,7,1012.6
2003,2,4,0,29,21.6,25.3,71,3,240,7,1012
2003,2,5,0,28,21.5,24.8,73,3,20,6,1012.7
2003,2,6,0,29.5,20.8,25.2,70,2,270,6,1012.5
2003,2,7,0,30.2,24,27.1,70,3,90,6,1010.4
2003,2,8,0,29.6,24.5,27,71,3,300,7,1009.9
2003,2,9,0,31.6,22.5,27,70,2,270,7,1010
2003,2,10,0,31.6,24.2,27.9,73,3,200,6,1010.5
2003,2,11,7.9,29.2,23.5,26.4,83,2,180,7,1010.2
2003,2,12,0,32.9,24.4,28.7,75,3,40,6,1011
2003,2,13,0,32.8,23.5,28.1,65,4,90,6,1012
2003,2,14,0,32,23.5,27.8,60,5,90,5,1012.4
2003,2,15,0,32.5,24,28.3,58,4,40,5,1011.9
2003,2,16,0,31.8,24,27.9,66,3,240,5,1010.9
2003,2,17,0,32.8,23,27.9,67,3,240,5,1011.9
2003,2,18,0,30.4,23,26.7,66,3,220,4,1011.2
2003,2,19,0,31,23.2,27.1,68,3,270,5,1010.3
2003,2,20,0.4,31.5,23,27.3,63,3,240,7,1011.2
2003,2,21,0,29.8,24,26.9,71,3,360,8,1012.9
2003,2,22,0,32.5,22.5,27.5,65,3,120,7,1011.8
2003,2,23,0,30.4,23,26.7,68,3,140,6,1010.3
2003,2,24,0,31,23.2,27.1,67,3,160,7,1010
2003,2,25,0,31,22.5,26.8,62,3,60,6,1010.8
2003,2,26,0,31,22.5,26.8,67,3,270,7,1011.6
