YEAR,MONTH,DAY,RAINFALL,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_MEAN,RELATIVE_HUMIDITY,WIND_SPEED,WIND_DIRECTION,CLOUD,STATION_PRESSURE
2002,2,26,-999,30.9,22.7,26.8,67,4,110,4,1012.4
2002,2,27,-999,31.2,24.7,28,62,4,110,5,1011.3
2002,2,28,-999,31.3,22.8,27.1,68,4,110,5,1011
2002,3,1,-999,31.1,20.8,26,75,4,110,3,1010.6
2002,3,2,-999,29.5,23.2,26.4,68,2,110,5,1009.4
2002,3,3,-999,29.7,22.3,26,63,2,100,6,1009.2
2002,3,4,-999,31.7,23.6,27.7,62,4,130,4,1008.6
2002,3,5,-999,31,22.9,27,64,3,320,6,1008.3
2002,3,6,-999,31.3,23.4,27.4,67,3,280,6,1009.2
2002,3,7,-999,30,24.2,27.1,69,4,80,7,1011.6
2002,3,8,-999,29.4,21.1,25.3,56,4,70,5,1014.3
2002,3,9,-999,30.5,21.4,26,59,3,100,4,1014.1
2002,3,10,-999,30.5,21.5,26,61,2,80,4,1012.7
2002,3,11,-999,30.6,24.1,27.4,68,2,110,5,1011.6
2002,3,12,-999,30.5,24.6,27.5,71,2,120,7,1011.6
2002,3,13,-999,32.1,25.1,28.6,69,3,100,5,1011.3
2002,3,14,-999,33.1,25.6,29.4,64,2,110,4,1010.4
2002,3,15,-999,33.6,23.8,28.7,63,3,110,3,1009.6
2002,3,16,-999,34.1,25.5,29.8,60,2,120,3,1009.9
2002,3,17,-999,33.8,25.6,29.7,62,4,100,2,1011.3
2002,3,18,-999,33.9,23.7,28.8,57,3,110,3,1012.4
2002,3,19,-999,32.1,23.4,27.8,58,4,90,4,1012.1
2002,3,20,-999,31.8,23,27.4,64,3,90,4,1010.6
2002,3,21,-999,32.8,23.2,28,65,4,120,3,1008.8
2002,3,22,-999,32.7,26.6,29.7,61,3,130,6,1007.2
2002,3,23,-999,30.5,25,27.8,76,3,120,5,1007.2
2002,3,24,-999,33.8,26.7,30.3,66,4,110,4,1006.9
2002,3,25,-999,34.2,26.7,30.5,65,4,120,4,1008
2002,3,26,-999,33.9,24,29,61,3,90,4,1007.7
2002,3,27,-999,33.9,26.1,30,55,3,110,3,1008.2
2002,3,28,-999,33.1,26.1,29.6,58,4,100,3,1008.3
2002,3,29,-999,34.1,23,28.6,56,2,100,3,1010
2002,3,30,-999,34.4,22.9,28.7,57,3,120,2,1009.8
2002,3,31,-999,33.3,23.4,28.3,58,4,120,2,1010.8
2002,4,1,-999,32.8,23.7,28.3,55,3,120,2,1011.8
2002,4,2,-999,34.2,24.5,29.4,55,2,100,3,1010.5
2002,4,3,-999,34.2,25.3,29.8,66,2,220,7,1007.6
2002,4,4,-999,32.6,26.4,29.5,67,2,270,6,1007.2
2002,4,5,-999,34.4,26.1,30.3,62,3,110,4,1008.9
2002,4,6,-999,34.8,26.5,30.6,60,2,110,4,1009.8
2002,4,7,-999,34.5,26,30.3,60,3,120,3,1009.5
2002,4,8,-999,35.1,26.7,30.9,61,2,110,4,1009
2002,4,9,-999,34.3,23.1,28.7,59,3,120,3,1009
2002,4,10,-999,33.8,23.2,28.5,62,4,120,3,1009.2
2002,4,11,-999,33.7,24.2,29,56,3,130,3,1009.7
2002,4,12,-999,34,24.2,29.1,57,4,120,3,1010.7
2002,4,13,-999,33,23.6,28.3,56,5,130,3,1009.6
2002,4,14,-999,32.9,26.6,29.8,62,3,120,4,1009.4
2002,4,15,-999,34.7,24.6,29.7,62,3,110,5,1009.8
2002,4,16,-999,33,24,28.5,67,4,110,3,1009.2
2002,4,17,-999,33.2,25.6,29.4,67,3,120,5,1008.4
2002,4,18,-999,33,25.5,29.3,64,3,110,5,1009.2
2002,4,19,-999,34,26.3,30.2,61,3,110,3,1009.6
2002,4,20,-999,34.1,25,29.6,62,4,110,3,1008.5
2002,4,21,-999,33.2,26.2,29.7,61,4,110,3,1007.3
2002,4,22,-999,33.6,25.7,29.7,62,4,120,5,1008
2002,4,23,-999,33.6,26.5,30.1,63,4,100,5,1008.4
2002,4,24,-999,34.2,26,30.1,64,4,110,4,1007.7
2002,4,25,-999,33.7,26.8,30.3,65,4,110,3,1007.8
2002,4,26,-999,32.9,26.7,29.8,60,4,100,4,1008.8
2002,4,27,-999,33.7,27,30.4,61,4,100,4,1008.3
2002,4,28,-999,34.7,26.8,30.8,61,4,110,3,1007.8
2002,4,29,-999,34.7,26.6,30.7,62,4,100,2,1007.2
2002,4,30,-999,34.3,27,30.6,56,4,130,3,1006.3
2002,5,1,-999,34.3,26.6,30.5,62,4,120,2,1006.2
2002,5,2,-999,34,26.5,30.3,63,4,110,3,1007.7
2002,5,3,-999,34.2,26.4,30.3,63,4,110,2,1007
2002,5,4,-999,34.5,26.5,30.5,63,3,110,2,1006.4
2002,5,5,-999,34.6,26.1,30.4,64,4,110,2,1005.6
2002,5,6,-999,33.3,26.6,30,63,4,110,3,1005.3
2002,5,7,-999,33.6,24.4,29,60,4,110,3,1006.3
2002,5,8,-999,32.5,27.4,30,64,3,120,3,1007.2
2002,5,9,-999,32.3,26.5,29.4,67,3,120,4,1007.3
2002,5,10,-999,34.6,26.1,30.4,62,4,130,3,1006.9
2002,5,11,-999,34.3,26.3,30.3,62,4,140,3,1007.7
2002,5,12,-999,35.6,25.8,30.7,57,4,140,3,1008.6
2002,5,13,-999,33.6,27.1,30.4,63,4,130,2,1008.4
2002,5,14,-999,35.4,27.8,31.6,63,3,140,4,1009
2002,5,15,-999,33.9,27.2,30.6,73,3,240,6,1008.8
2002,5,16,-999,36.1,25.4,30.8,66,3,190,7,1007.3
2002,5,17,-999,33.5,25.8,29.7,76,3,250,6,1006.6
2002,5,18,-999,34,25,29.5,68,4,250,3,1006.6
2002,5,19,-999,34.9,25.4,30.2,70,4,250,5,1005.3
2002,5,20,-999,29.4,26,27.7,82,3,280,7,1005.8
2002,5,21,-999,29.7,26.7,28.2,80,2,250,7,1007.1
2002,5,22,-999,32.4,25.8,29.1,78,2,220,7,1007.4
2002,5,23,-999,32.8,25.1,29,75,3,280,6,1008.1
2002,5,24,-999,32.2,26.8,29.5,71,4,260,4,1007.9
2002,5,25,-999,32,25.9,29,73,4,260,7,1008.1
2002,5,26,-999,32,23.9,28,81,4,240,7,1008.1
2002,5,27,-999,32.3,26.2,29.3,78,2,260,6,1008.3
2002,5,28,-999,31.9,25.4,28.6,76,2,260,7,1008.3
2002,5,29,-999,32.3,25.2,28.8,84,2,120,8,1009.5
2002,5,30,-999,32.5,25.9,29.2,74,4,290,5,1007.8
2002,5,31,-999,31.4,25.4,28.4,78,4,240,6,1006.8
2002,6,1,-999,31.2,25.6,28.4,76,3,260,6,1006.2
2002,6,2,-999,31.6,25.1,28.4,76,4,270,7,1005.8
2002,6,3,-999,33,25.4,29.2,74,4,280,6,1006.3
2002,6,4,-999,31.3,26.2,28.8,78,3,260,6,1006.4
2002,6,5,-999,33.3,25.8,29.5,72,4,260,7,1006.8
2002,6,6,-999,32,25.8,28.9,76,3,260,6,1006
2002,6,7,-999,32.1,25.3,28.7,77,4,270,7,1005.3
2002,6,8,-999,30.5,25.7,28.1,76,3,220,6,1005.6
2002,6,9,-999,32.2,26,29.1,73,3,270,5,1006.6
2002,6,10,-999,33,27.5,30.3,72,3,290,5,1007.1
2002,6,11,-999,35.6,27.8,31.7,63,3,130,4,1006.8
2002,6,12,-999,34.7,26.7,30.7,70,3,110,5,1005.8
2002,6,13,-999,34.5,27.1,30.8,66,3,100,5,1005.8
2002,6,14,-999,35.7,26.9,31.3,61,2,120,4,1005.4
2002,6,15,-999,34.8,27.3,31,65,2,150,4,1006.2
2002,6,16,-999,34.9,27.5,31.2,61,3,120,5,1006.3
2002,6,17,-999,34.9,27.9,31.4,65,2,60,6,1006.5
2002,6,18,-999,36.3,26.8,31.5,70,2,100,5,1006.5
2002,6,19,-999,35.2,25.7,30.5,66,3,110,6,1005.6
2002,6,20,-999,30.6,25.9,28.3,82,3,120,8,1005.8
2002,6,21,-999,32.2,27,29.6,75,3,160,8,1006.4
2002,6,22,-999,33.7,25.7,29.7,72,4,110,6,1007.8
2002,6,23,-999,34.6,27,30.8,74,3,110,5,1009
2002,6,24,-999,33.9,26.8,30.4,73,3,180,5,1008.4
2002,6,25,-999,33,27.5,30.3,71,3,260,6,1008.5
2002,6,26,-999,31.9,26.3,29.1,75,2,280,6,1008
2002,6,27,-999,31.5,26.5,29,68,2,140,7,1007.9
2002,6,28,-999,33.4,26.8,30.1,72,2,160,6,1007.2
2002,6,29,-999,33.6,26.6,30.1,77,2,50,6,1005.9
2002,6,30,-999,33,26,29.5,75,2,300,7,1003.8
2002,7,1,-999,33,26.5,29.8,73,3,260,8,1003.4
2002,7,2,-999,33.6,26,29.8,76,4,250,7,1003.8
2002,7,3,-999,29.5,25.5,27.5,86,4,250,8,1004.2
2002,7,4,-999,28.6,24.2,26.4,93,4,260,8,1004.1
2002,7,5,-999,30.1,25.3,27.7,88,4,240,8,1004
2002,7,6,-999,26.4,24,25.2,96,3,240,8,1004.1
2002,7,7,-999,27.9,25,26.5,93,3,240,8,1002.2
2002,7,8,-999,30.2,25.4,27.8,87,5,230,8,1001.7
2002,7,9,-999,31.6,27.8,29.7,82,5,230,8,1001.7
2002,7,10,-999,31.4,26.2,28.8,78,6,240,8,1006.3
2002,7,11,-999,31.4,24.9,28.1,82,6,240,8,1003.6
2002,7,12,-999,29.8,23.7,26.8,93,5,250,8,1004.3
2002,7,13,-999,25.3,23.6,24.5,100,2,240,8,1003.7
2002,7,14,-999,27.9,23.6,25.8,93,3,210,8,1005.4
2002,7,15,-999,28.7,23.7,26.2,86,2,280,8,1008.5
2002,7,16,-999,31.5,24.8,28.2,100,3,300,4,1008.7
2002,7,17,-999,31.2,26.4,28.8,78,4,290,4,1008.1
2002,7,18,-999,31.2,26.6,28.9,76,2,340,6,1007.6
2002,7,19,-999,30.5,25.2,27.9,78,2,250,8,1007.3
2002,7,20,-999,25.7,23.5,24.6,100,3,330,8,1005.6
2002,7,21,-999,27.7,23.6,25.7,94,3,230,8,1004.7
2002,7,22,-999,30.1,23.6,26.9,89,5,240,7,1005.8
2002,7,23,-999,30.6,25.1,27.9,75,5,300,6,1006.3
2002,7,24,-999,30.2,24.2,27.2,86,6,250,8,1006.4
2002,7,25,-999,27.2,23.7,25.5,97,4,250,8,1005.6
2002,7,26,-999,26.3,24,25.2,96,1,240,8,1004.6
2002,7,27,-999,30,24.5,27.3,86,2,260,6,1005.9
2002,7,28,-999,32,25,28.5,76,2,280,4,1007.3
2002,7,29,-999,31.2,26.2,28.7,79,4,260,5,1006.7
2002,7,30,-999,31.1,24,27.5,86,4,260,7,1005.6
2002,7,31,-999,29.7,24.8,27.3,86,4,250,7,1003.6
2002,8,1,-999,28.4,24.2,26.3,88,5,250,8,1003.8
2002,8,2,-999,29.6,25,27.3,89,3,240,8,1004.4
2002,8,3,-999,31.6,25.8,28.7,79,2,260,8,1004.2
2002,8,4,-999,32.2,25.9,29,73,2,230,7,1005.5
2002,8,5,-999,31,25.6,28.3,79,3,270,5,1006.9
2002,8,6,-999,32.2,26.1,29.2,81,1,290,7,1007.4
2002,8,7,-999,31.3,26.4,28.9,81,3,250,6,1006.5
2002,8,8,-999,31,25.4,28.2,79,3,260,6,1006.4
2002,8,9,-999,31.2,25.2,28.2,76,5,270,6,1006.2
2002,8,10,-999,31.3,25.4,28.4,82,3,270,7,1006.2
2002,8,11,-999,31.1,25.4,28.3,81,2,330,7,1006.3
2002,8,12,-999,29.3,24,26.7,90,1,150,8,1004.2
2002,8,13,-999,26.4,24.9,25.6,97,2,260,8,1001.3
2002,8,14,-999,30.3,24.9,27.6,87,2,110,8,1001.3
2002,8,15,-999,28.8,25,26.9,95,1,100,8,1000.4
2002,8,16,-999,29.2,25.1,27.2,88,2,210,8,1001
2002,8,17,-999,30.5,24.7,27.6,82,1,210,8,1002.5
2002,8,18,-999,31.2,25.1,28.2,74,2,220,7,1005
2002,8,19,-999,31.3,25.9,28.6,74,2,260,6,1006.9
2002,8,20,-999,32.1,25,28.6,77,2,300,7,1008.4
2002,8,21,-999,29.8,24.6,27.2,86,1,250,8,1007.9
2002,8,22,-999,31.4,26,28.7,79,2,290,6,1008.1
2002,8,23,-999,31.5,26.9,29.2,78,2,250,7,1008.9
2002,8,24,-999,31.5,25.1,28.3,83,2,270,6,1008.6
2002,8,25,-999,31.1,24.5,27.8,83,2,280,7,1007.2
2002,8,26,-999,31.2,25.3,28.3,85,2,270,7,1005.9
2002,8,27,-999,30.6,25.3,28,86,1,250,7,1005.6
2002,8,28,-999,30.5,25.7,28.1,80,2,250,7,1005.9
2002,8,29,-999,31.8,25.9,28.9,76,2,280,7,1006
2002,8,30,-999,30.9,25.2,28,83,3,260,5,1006.2
2002,8,31,-999,30.9,24.9,27.9,80,4,260,5,1007.2
2002,9,1,-999,31.5,26,28.8,76,2,250,4,1008.6
2002,9,2,-999,31.6,25,28.3,71,3,270,6,1009.1
2002,9,3,-999,31.3,27.2,29.3,78,3,250,4,1006.7
2002,9,4,-999,31.2,25.9,28.5,77,4,250,5,1006.9
2002,9,5,-999,30.4,24.7,27.5,86,5,250,7,1005.6
2002,9,6,-999,26.7,24.6,25.7,95,2,210,8,1004.2
2002,9,7,-999,28.7,24.2,26.5,91,3,220,8,1003.8
2002,9,8,-999,29.2,24.9,27,94,2,210,8,1005.4
2002,9,9,-999,29.4,24.8,27.1,86,2,220,8,1005.6
2002,9,10,-999,29.4,25,27.2,88,2,240,8,1006.9
2002,9,11,-999,28.9,24.8,26.9,94,1,120,8,1009.2
2002,9,12,-999,29.6,25.1,27.4,84,2,270,8,1011
2002,9,13,-999,30.4,25.2,27.8,84,1,280,8,1009.6
2002,9,14,-999,30.2,23.1,26.7,85,2,30,8,1010.2
2002,9,15,-999,30.6,24.6,27.6,85,2,260,7,1008.7
2002,9,16,-999,29.2,24.5,26.9,85,3,250,6,1007.9
2002,9,17,-999,28.6,24.6,26.6,93,2,260,7,1006.4
2002,9,18,-999,29.9,24.6,27.3,84,2,230,6,1008
2002,9,19,-999,30.4,24.8,27.6,83,3,260,6,1007.9
2002,9,20,-999,29.6,25,27.3,85,2,260,7,1007.6
2002,9,21,-999,31.5,25,28.3,81,2,280,6,1006.8
2002,9,22,-999,29.7,24.6,27.2,88,2,250,7,1007.8
2002,9,23,-999,30.2,24.6,27.4,87,1,280,8,1009.6
2002,9,24,-999,33.8,25.7,29.8,78,2,110,7,1010.1
2002,9,25,-999,31.6,25.5,28.5,85,1,280,7,1010.4
2002,9,26,-999,32.3,26.2,29.3,77,2,140,5,1009
2002,9,27,-999,32.8,26.3,29.5,77,2,140,6,1007.5
2002,9,28,-999,31.7,25.7,28.7,79,1,290,7,1007.8
2002,9,29,-999,30.5,24.8,27.7,86,1,120,7,1007.2
2002,9,30,-999,30.3,25.3,27.8,86,1,160,7,1008
2002,10,1,-999,31.5,26.1,28.8,80,1,110,6,1007.7
2002,10,2,-999,31.2,25.4,28.3,80,1,300,7,1008
2002,10,3,-999,32.7,25.6,29.2,82,2,110,6,1008.6
2002,10,4,-999,30,25.2,27.6,86,2,110,8,1007.8
2002,10,5,-999,30.5,25.1,27.8,84,1,90,6,1007.2
2002,10,6,-999,28.5,24.9,26.7,88,1,280,8,1006.5
2002,10,7,-999,33.2,25.7,29.5,82,1,230,6,1007
2002,10,8,-999,33.4,25.1,29.3,82,1,90,6,1007.3
2002,10,9,-999,31.2,24.7,28,89,2,270,7,1007.3
2002,10,10,-999,31.4,24.8,28.1,79,2,270,7,1007.2
2002,10,11,-999,31.1,24.9,28,81,3,250,7,1005.7
2002,10,12,-999,30,25.4,27.7,88,2,260,7,1006.4
2002,10,13,-999,31.7,25.2,28.5,79,1,120,5,1006.6
2002,10,14,-999,31.1,26.3,28.7,84,1,280,6,1007.7
2002,10,15,-999,30.3,25.1,27.7,82,1,120,6,1009.6
2002,10,16,-999,28.4,25.3,26.9,90,1,50,7,1009.1
2002,10,17,-999,31.1,25,28,83,1,110,6,1008.4
2002,10,18,-999,32,26,29,82,2,300,6,1007.3
2002,10,19,-999,31.7,25.2,28.5,82,2,280,6,1007.4
2002,10,20,-999,31.5,25,28.3,78,1,110,5,1007.7
2002,10,21,-999,32.5,25.6,29,80,1,130,6,1007.4
2002,10,22,-999,33,25.2,29.1,69,2,130,5,1007.3
2002,10,23,-999,33.4,26,29.7,69,2,120,4,1008
2002,10,24,-999,33.4,25.6,29.5,68,3,110,3,1009
2002,10,25,-999,33.3,26.4,29.8,69,2,110,3,1009.8
2002,10,26,-999,33.4,25.7,29.6,65,2,110,4,1009
2002,10,27,-999,31.6,25.3,28.5,76,2,110,5,1008.1
2002,10,28,-999,31.6,24.6,28.1,80,2,100,7,1008.6
2002,10,29,-999,28.8,25.3,27.1,85,1,300,6,1008.5
2002,10,30,-999,30.7,25.1,27.9,83,1,300,7,1009.3
2002,10,31,-999,30.8,26,28.4,76,1,300,7,1009.3
2002,11,1,-999,-999,-999,-999,-999,-999,-999,,
2002,11,2,-999,-999,-999,-999,-999,-999,-999,,
2002,11,3,-999,-999,-999,-999,-999,-999,-999,,
2002,11,4,-999,-999,-999,-999,-999,-999,-999,,
2002,11,5,-999,-999,-999,-999,-999,-999,-999,,
2002,11,6,-999,-999,-999,-999,-999,-999,-999,,
2002,11,7,-999,-999,-999,-999,-999,-999,-999,,
2002,11,8,-999,-999,-999,-999,-999,-999,-999,,
2002,11,9,-999,-999,-999,-999,-999,-999,-999,,
2002,11,10,-999,-999,-999,-999,-999,-999,-999,,
2002,11,11,-999,-999,-999,-999,-999,-999,-999,,
2002,11,12,-999,-999,-999,-999,-999,-999,-999,,
2002,11,13,-999,-999,-999,-999,-999,-999,-999,,
2002,11,14,-999,-999,-999,-999,-999,-999,-999,,
2002,11,15,-999,-999,-999,-999,-999,-999,-999,,
2002,11,16,-999,-999,-999,-999,-999,-999,-999,,
2002,11,17,-999,-999,-999,-999,-999,-999,-999,,
2002,11,18,-999,-999,-999,-999,-999,-999,-999,,
2002,11,19,-999,-999,-999,-999,-999,-999,-999,,
2002,11,20,-999,-999,-999,-999,-999,-999,-999,,
2002,11,21,-999,-999,-999,-999,-999,-999,-999,,
2002,11,22,-999,-999,-999,-999,-999,-999,-999,,
2002,11,23,-999,-999,-999,-999,-999,-999,-999,,
2002,11,24,-999,-999,-999,-999,-999,-999,-999,,
2002,11,25,-999,-999,-999,-999,-999,-999,-999,,
2002,11,26,-999,-999,-999,-999,-999,-999,-999,,
2002,11,27,-999,-999,-999,-999,-999,-999,-999,,
2002,11,28,-999,-999,-999,-999,-999,-999,-999,,
2002,11,29,-999,-999,-999,-999,-999,-999,-999,,
2002,11,30,-999,-999,-999,-999,-999,-999,-999,,
2002,12,1,-999,29.3,25,27.2,72,2,320,6,1009.8
2002,12,2,-999,29.5,23.5,26.5,80,2,70,5,1011.1
2002,12,3,-999,30.3,25.2,27.8,82,2,70,6,1011.6
2002,12,4,-999,32.3,25.2,28.8,74,1,100,4,1011.6
2002,12,5,-999,31.8,24.6,28.2,76,3,120,5,1011.8
2002,12,6,-999,31.9,24,28,75,3,120,3,1011.3
2002,12,7,-999,32.4,22.6,27.5,67,3,100,2,1011
2002,12,8,-999,29.9,23,26.5,75,2,100,4,1011.3
2002,12,9,-999,31.4,24.9,28.1,77,2,90,5,1011.7
2002,12,10,-999,29.9,24.8,27.4,70,3,110,6,1012.9
2002,12,11,-999,28.7,24.5,26.6,68,3,110,6,1014
2002,12,12,-999,30.3,23.1,26.7,74,2,100,4,1016.6
2002,12,13,-999,29.7,24.4,27,75,2,110,5,1015.6
2002,12,14,-999,29.4,23.4,26.4,80,2,100,8,1015.2
2002,12,15,-999,30.7,23.2,27,74,2,100,4,1014.2
2002,12,16,-999,31.6,24.7,28.2,77,3,100,6,1013.4
2002,12,17,-999,30.3,24.3,27.3,78,3,90,6,1012.2
2002,12,18,-999,31,23.5,27.3,76,2,110,4,1011.7
2002,12,19,-999,32,24.2,28.1,78,3,110,4,1009.1
2002,12,20,-999,31.2,24.1,27.7,70,3,120,3,1007.9
2002,12,21,-999,32.1,24.7,28.4,72,2,130,3,1008.4
2002,12,22,-999,31.7,24.7,28.2,72,2,110,4,1008.9
2002,12,23,-999,31.9,26.4,29.1,70,3,110,6,1009.7
2002,12,24,-999,30.6,24.1,27.4,79,2,120,6,1009.8
2002,12,25,-999,30.1,24.3,27.2,76,2,90,5,1009.3
2002,12,26,-999,31,25.2,28.1,75,3,110,5,1009.2
2002,12,27,-999,32.2,24.1,28.2,71,2,110,3,1008.8
2002,12,28,-999,31.8,23.6,27.7,69,2,130,4,1009.9
2002,12,29,-999,31.5,23.7,27.6,76,2,120,4,1010.8
2002,12,30,-999,32.1,24.9,28.5,74,2,140,5,1010.3
2002,12,31,-999,31.5,25.5,28.5,70,2,290,6,1010.4
2003,1,1,-999,30.9,24,27.5,70,3,120,5,1013.3
2003,1,2,-999,30.7,21.9,26.3,62,3,80,4,1013.7
2003,1,3,-999,29.3,21.4,25.4,68,2,70,5,1013.4
2003,1,4,-999,30.7,22.3,26.5,63,4,90,3,1013.4
2003,1,5,-999,30.5,24.3,27.4,64,4,120,5,1014.4
2003,1,6,-999,28.9,23.8,26.4,70,3,90,6,1013.2
2003,1,7,-999,29.4,24.2,26.8,76,2,110,6,1012.3
2003,1,8,-999,31.5,24.5,28,73,2,110,4,1011.2
2003,1,9,-999,31.3,23.4,27.4,71,2,110,4,1011.4
2003,1,10,-999,30.9,24.8,27.9,74,3,10,5,1010.7
2003,1,11,-999,29.4,24.1,26.8,76,2,110,5,1011.5
2003,1,12,-999,28.8,24.4,26.6,74,2,100,6,1011.9
2003,1,13,-999,29.6,24.3,27,72,3,110,5,1012.4
2003,1,14,-999,30.7,24.3,27.5,71,2,90,6,1012.7
2003,1,15,-999,28.7,22.1,25.4,74,2,90,6,1013.6
2003,1,16,-999,30.4,21.6,26,68,4,90,4,1013.9
2003,1,17,-999,30.5,20.7,25.6,66,3,90,4,1014.2
2003,1,18,-999,31,22.4,26.7,69,2,120,4,1013.8
2003,1,19,-999,28.1,21.1,24.6,73,2,120,6,1012
2003,1,20,-999,29.8,19.9,24.9,64,2,120,4,1012.8
2003,1,21,-999,29.7,22.6,26.2,68,3,120,3,1011.1
2003,1,22,-999,31.2,23.6,27.4,68,2,360,4,1009.6
2003,1,23,-999,29.8,21.6,25.7,68,2,250,6,1009.2
2003,1,24,-999,30.6,23,26.8,67,3,110,5,1010.4
2003,1,25,-999,30.5,20.8,25.7,70,3,110,4,1010.9
2003,1,26,-999,31,19.5,25.3,66,2,130,3,1010.8
2003,1,27,-999,30.2,21.5,25.9,68,2,270,4,1011.7
2003,1,28,-999,30.6,23,26.8,66,2,270,4,1012.9
2003,1,29,-999,30.6,24.8,27.7,62,3,90,5,1013.8
2003,1,30,-999,30.2,20.9,25.5,60,4,80,3,1015.1
2003,1,31,-999,29.8,22.7,26.3,62,3,120,3,1014.2
2003,2,1,-999,30.4,22.1,26.3,69,2,120,3,1013.1
2003,2,2,-999,29.6,22.3,26,66,3,100,3,1012.7
2003,2,3,-999,28.4,21.8,25.1,68,2,100,5,1012.8
2003,2,4,-999,29.1,21.9,25.5,66,2,120,5,1013
2003,2,5,-999,28.1,21,24.5,68,2,100,4,1013.2
2003,2,6,-999,28.2,20.7,24.5,67,3,120,4,1013.4
2003,2,7,-999,30.3,23,26.7,66,5,120,3,1011
2003,2,8,-999,31.4,23.5,27.5,63,4,120,5,1010.7
2003,2,9,-999,31.2,21.6,26.4,66,4,120,2,1011
2003,2,10,-999,32.1,25.4,28.8,66,3,110,4,1010
